Λ,Ū,ς,ℵ
0.7853981633974483,0.98883,0.3802,0.01386
0.7853981633974483,0.74114,0.79858,0.04004
0.7853981633974483,0.66487,0.78614,0.02743
0.7853981633974483,0.70968,0.99973,0.02961
0.7853981633974483,0.75007,0.5681,0.03973
0.7853981633974483,0.42391,0.06069,0.04019
0.7853981633974483,0.24814,0.8041,0.01845
0.7853981633974483,0.81963,0.86539,0.04062
0.7853981633974483,0.20024,0.80994,0.03758
0.7853981633974483,0.36871,0.99502,0.02742
0.7853981633974483,0.52292,0.06503,0.01914
0.7853981633974483,0.40461,0.42041,0.01532
0.7853981633974483,0.36732,0.73159,0.04408
0.7853981633974483,0.3291,0.52395,0.02438
0.7853981633974483,0.2628,0.23336,0.04079
0.7853981633974483,0.94475,0.86149,0.02825
0.7853981633974483,0.96479,0.70929,0.01614
0.7853981633974483,0.84841,0.083,0.01831
0.7853981633974483,0.39051,0.2925,0.02666
0.7853981633974483,0.94406,0.51405,0.0111
0.7853981633974483,0.16635,0.06188,0.02869
0.7853981633974483,0.45828,0.35081,0.017
0.7853981633974483,0.3879,0.7508,0.038
0.7853981633974483,0.64577,0.23208,0.01338
0.7853981633974483,0.47159,0.80013,0.03089
0.7853981633974483,0.12038,0.92154,0.02315
0.7853981633974483,0.27872,0.27731,0.0139
0.7853981633974483,0.48865,0.89753,0.01359
0.7853981633974483,0.04898,0.3373,0.03819
0.7853981633974483,0.88417,0.24964,0.03316
0.7853981633974483,0.17456,0.33381,0.02943
0.7853981633974483,0.83554,0.51751,0.03627
0.7853981633974483,0.15079,0.23016,0.03322
0.7853981633974483,0.08278,0.88784,0.03435
0.7853981633974483,0.98818,0.65542,0.01546
0.7853981633974483,0.49233,0.94733,0.04441
0.7853981633974483,0.11029,0.78608,0.0344
0.7853981633974483,0.64239,0.1859,0.04196
0.7853981633974483,0.88325,0.61604,0.0385
0.7853981633974483,0.63053,0.00997,0.04374
0.7853981633974483,0.18944,0.81188,0.0363
0.7853981633974483,0.6836,0.88687,0.01816
0.7853981633974483,0.45293,0.20038,0.02525
0.7853981633974483,0.3488,0.30661,0.01697
0.7853981633974483,0.61837,0.77017,0.03872
0.7853981633974483,0.74586,0.01874,0.01993
0.7853981633974483,0.63633,0.94597,0.02555
0.7853981633974483,0.78133,0.48184,0.04421
0.7853981633974483,0.47048,0.27999,0.01015
0.7853981633974483,0.06578,0.26511,0.04376
0.7853981633974483,0.01464,0.89044,0.02364
0.7853981633974483,0.31953,0.21292,0.04192
0.7853981633974483,0.02403,0.58676,0.02551
0.7853981633974483,0.49346,0.09487,0.03759
0.7853981633974483,0.47524,0.65222,0.02872
0.7853981633974483,0.94375,0.75356,0.02599
0.7853981633974483,0.61806,0.63094,0.02286
0.7853981633974483,0.85123,0.86247,0.01438
0.7853981633974483,0.90713,0.22953,0.01969
0.7853981633974483,0.88004,0.64623,0.02325
0.7853981633974483,0.50063,0.48877,0.01439
0.7853981633974483,0.82352,0.29323,0.04201
0.7853981633974483,0.57308,0.23177,0.01979
0.7853981633974483,0.18358,0.75269,0.0294
0.7853981633974483,0.12251,0.05083,0.02482
0.7853981633974483,0.95872,0.0899,0.01176
0.7853981633974483,0.34959,0.7181,0.04137
0.7853981633974483,0.79657,0.048,0.03579
0.7853981633974483,0.78852,0.32939,0.03163
0.7853981633974483,0.58426,0.27411,0.03227
0.7853981633974483,0.7798,0.71573,0.02007
0.7853981633974483,0.19876,0.26498,0.04164
0.7853981633974483,0.47542,0.19685,0.03827
0.7853981633974483,0.09113,0.3582,0.03824
0.7853981633974483,0.71284,0.87095,0.03622
0.7853981633974483,0.51752,0.34897,0.01815
0.7853981633974483,0.04152,0.79016,0.01524
0.7853981633974483,0.32792,0.0453,0.04184
0.7853981633974483,0.95726,0.33276,0.01761
0.7853981633974483,0.36805,0.1948,0.04307
0.7853981633974483,0.48424,0.86195,0.04364
0.7853981633974483,0.44729,0.64426,0.03619
0.7853981633974483,0.56032,0.9456,0.02162
0.7853981633974483,0.5933,0.14549,0.01576
0.7853981633974483,0.11986,0.05837,0.0128
0.7853981633974483,0.42417,0.63296,0.04266
0.7853981633974483,0.58298,0.16454,0.03579
0.7853981633974483,0.60128,0.11268,0.0195
0.7853981633974483,0.03229,0.20639,0.01863
0.7853981633974483,0.77268,0.09613,0.03818
0.7853981633974483,0.56019,0.17377,0.01625
0.7853981633974483,0.27676,0.60141,0.01817
0.7853981633974483,0.59827,0.60888,0.03218
0.7853981633974483,0.64212,0.89636,0.04448
0.7853981633974483,0.39325,0.9795,0.04005
0.7853981633974483,0.65703,0.34399,0.01721
0.7853981633974483,0.38555,0.5879,0.04343
0.7853981633974483,0.68611,0.7897,0.03045
0.7853981633974483,0.97604,0.7621,0.02598
0.7853981633974483,0.58108,0.93601,0.01059
0.7853981633974483,0.49142,0.8013,0.01284
0.7853981633974483,0.69575,0.49342,0.02096
0.7853981633974483,0.43155,0.99563,0.02058
0.7853981633974483,0.48766,0.60937,0.01315
0.7853981633974483,0.28472,0.07287,0.01608
0.7853981633974483,0.06824,0.2699,0.02262
0.7853981633974483,0.55541,0.61469,0.02711
0.7853981633974483,0.88837,0.72616,0.03783
0.7853981633974483,0.50861,0.09058,0.03654
0.7853981633974483,0.7362,0.35013,0.03789
0.7853981633974483,0.74598,0.16469,0.021
0.7853981633974483,0.62449,0.35532,0.0286
0.7853981633974483,0.40622,0.29187,0.01636
0.7853981633974483,0.60967,0.39041,0.03696
0.7853981633974483,0.64934,0.49737,0.04383
0.7853981633974483,0.3064,0.31137,0.02423
0.7853981633974483,0.43471,0.28593,0.01716
0.7853981633974483,0.82191,0.25414,0.04348
0.7853981633974483,0.80676,0.08627,0.02449
0.7853981633974483,0.61883,0.10551,0.01662
0.7853981633974483,0.90962,0.86872,0.03764
0.7853981633974483,0.54075,0.19296,0.02867
0.7853981633974483,0.57595,0.45047,0.04004
0.7853981633974483,0.9242,0.16694,0.04179
0.7853981633974483,0.49024,0.24981,0.02769
0.7853981633974483,0.09534,0.27394,0.03201
0.7853981633974483,0.93158,0.94809,0.02479
0.7853981633974483,0.68979,0.96185,0.0337
0.7853981633974483,0.34522,0.25098,0.0291
0.7853981633974483,0.73063,0.01009,0.03764
0.7853981633974483,0.23807,0.34807,0.0147
0.7853981633974483,0.49333,0.41101,0.02827
0.7853981633974483,0.14214,0.2914,0.02651
0.7853981633974483,0.04339,0.18962,0.02487
0.7853981633974483,0.71005,0.75582,0.02212
0.7853981633974483,0.50269,0.77632,0.01758
0.7853981633974483,0.55273,0.15885,0.03074
0.7853981633974483,0.3011,0.98331,0.04259
0.7853981633974483,0.86465,0.97524,0.03057
0.7853981633974483,0.00824,0.36811,0.01691
0.7853981633974483,0.08535,0.47496,0.011
0.7853981633974483,0.36101,0.7404,0.03658
0.7853981633974483,0.35631,0.76919,0.02935
0.7853981633974483,0.78302,0.87372,0.03168
0.7853981633974483,0.18765,0.39764,0.01443
0.7853981633974483,0.14706,0.70914,0.01665
0.7853981633974483,0.97521,0.69392,0.0117
0.7853981633974483,0.26652,0.69052,0.0309
0.7853981633974483,0.98335,0.91286,0.01655
0.7853981633974483,0.98958,0.77802,0.01672
0.7853981633974483,0.56704,0.43772,0.03617
0.7853981633974483,0.36371,0.95708,0.04186
0.7853981633974483,0.25833,0.51716,0.03064
0.7853981633974483,0.41739,0.91695,0.02227
0.7853981633974483,0.0879,0.81057,0.01687
0.7853981633974483,0.35327,0.29162,0.04348
0.7853981633974483,0.20559,0.06393,0.04211
0.7853981633974483,0.50702,0.23727,0.02413
0.7853981633974483,0.23587,0.0707,0.01009
0.7853981633974483,0.11058,0.33358,0.03475
0.7853981633974483,0.45589,0.179,0.03645
0.7853981633974483,0.48273,0.18064,0.01809
0.7853981633974483,0.58531,0.72137,0.0278
0.7853981633974483,0.71377,0.20911,0.03632
0.7853981633974483,0.90285,0.6382,0.01887
0.7853981633974483,0.41205,0.37497,0.0394
0.7853981633974483,0.14379,0.25656,0.02062
0.7853981633974483,0.53252,0.57763,0.03439
0.7853981633974483,0.79341,0.11322,0.03897
0.7853981633974483,0.27147,0.07871,0.02497
0.7853981633974483,0.37495,0.75046,0.03492
0.7853981633974483,0.02568,0.0592,0.03425
0.7853981633974483,0.98608,0.36723,0.01928
0.7853981633974483,0.31437,0.25894,0.03042
0.7853981633974483,0.80232,0.77795,0.02747
0.7853981633974483,0.49641,0.79301,0.01464
0.7853981633974483,0.91338,0.86509,0.03101
0.7853981633974483,0.11412,0.835,0.0169
0.7853981633974483,0.55277,0.93867,0.0127
0.7853981633974483,0.55823,0.37262,0.02937
0.7853981633974483,0.96613,0.41139,0.01461
0.7853981633974483,0.59675,0.68285,0.01249
0.7853981633974483,0.07548,0.5141,0.03367
0.7853981633974483,0.11117,0.51324,0.01314
0.7853981633974483,0.77066,0.93537,0.04491
0.7853981633974483,0.7721,0.94998,0.04003
0.7853981633974483,0.3473,0.7895,0.01453
0.7853981633974483,0.66971,0.95151,0.02982
0.7853981633974483,0.21525,0.18202,0.0362
0.7853981633974483,0.24579,0.42884,0.03869
0.7853981633974483,0.55876,0.90132,0.02214
0.7853981633974483,0.06368,0.1912,0.01854
0.7853981633974483,0.67905,0.43771,0.01229
0.7853981633974483,0.4199,0.30492,0.01164
0.7853981633974483,0.79134,0.10452,0.04117
0.7853981633974483,0.24945,0.75672,0.01794
0.7853981633974483,0.54202,0.55235,0.0419
0.7853981633974483,0.45699,0.38595,0.03972
0.7853981633974483,0.48332,0.12048,0.03304
0.7853981633974483,0.15386,0.46244,0.03555
0.7853981633974483,0.61333,0.50799,0.03389
0.7853981633974483,0.62213,0.54053,0.03592
0.7853981633974483,0.01039,0.36674,0.01291
0.7853981633974483,0.99187,0.03635,0.01191
0.7853981633974483,0.70542,0.80713,0.02161
0.7853981633974483,0.0964,0.84759,0.0417
0.7853981633974483,0.46891,0.29262,0.01767
0.7853981633974483,0.50936,0.42058,0.01214
0.7853981633974483,0.75272,0.42208,0.01736
0.7853981633974483,0.96999,0.77059,0.01835
0.7853981633974483,0.70982,0.55016,0.01949
0.7853981633974483,0.27785,0.73664,0.03701
0.7853981633974483,0.32575,0.16743,0.03143
0.7853981633974483,0.52092,0.30784,0.01492
0.7853981633974483,0.59578,0.52352,0.02484
0.7853981633974483,0.57355,0.01324,0.01422
0.7853981633974483,0.53154,0.86984,0.03238
0.7853981633974483,0.3364,0.4663,0.02176
0.7853981633974483,0.99574,0.57202,0.01186
0.7853981633974483,0.4192,0.42312,0.03393
0.7853981633974483,0.00542,0.20311,0.03334
0.7853981633974483,0.98635,0.66811,0.01816
0.7853981633974483,0.32483,0.54519,0.01638
0.7853981633974483,0.45878,0.78561,0.02586
0.7853981633974483,0.17728,0.61745,0.03554
0.7853981633974483,0.85113,0.76468,0.01399
0.7853981633974483,0.01044,0.28563,0.03203
0.7853981633974483,0.48952,0.68954,0.03667
0.7853981633974483,0.12699,0.7541,0.03677
0.7853981633974483,0.26454,0.2701,0.01663
0.7853981633974483,0.42697,0.15513,0.03307
0.7853981633974483,0.35249,0.31458,0.03324
0.7853981633974483,0.47017,0.81626,0.03644
0.7853981633974483,0.58434,0.89842,0.01014
0.7853981633974483,0.06723,0.16613,0.02518
0.7853981633974483,0.92858,0.30553,0.04488
0.7853981633974483,0.86639,0.81559,0.03426
0.7853981633974483,0.11828,0.4258,0.04335
0.7853981633974483,0.21728,0.90661,0.04349
0.7853981633974483,0.44761,0.68745,0.02464
0.7853981633974483,0.53955,0.4909,0.01469
0.7853981633974483,0.71299,0.94762,0.02081
0.7853981633974483,0.91661,0.15707,0.01896
0.7853981633974483,0.04247,0.53576,0.03684
0.7853981633974483,0.17594,0.67306,0.02659
0.7853981633974483,0.59396,0.26447,0.01426
0.7853981633974483,0.18308,0.61634,0.03543
0.7853981633974483,0.38177,0.32323,0.04153
0.7853981633974483,0.77263,0.38368,0.04366
0.7853981633974483,0.00812,0.0845,0.02447
0.7853981633974483,0.3755,0.2722,0.01187
0.7853981633974483,0.67275,0.59067,0.02302
0.7853981633974483,0.23953,0.70452,0.01111
0.7853981633974483,0.34635,0.50923,0.03667
0.7853981633974483,0.18537,0.90047,0.03773
0.7853981633974483,0.04604,0.56909,0.01814
0.7853981633974483,0.14806,0.62068,0.03939
0.7853981633974483,0.39096,0.59885,0.04242
0.7853981633974483,0.00994,0.0029,0.01298
0.7853981633974483,0.12857,0.45076,0.02487
0.7853981633974483,0.0032,0.80936,0.02763
0.7853981633974483,0.29319,0.09497,0.01765
0.7853981633974483,0.26544,0.27657,0.0272
0.7853981633974483,0.72429,0.79043,0.03427
0.7853981633974483,0.65738,0.33592,0.02913
0.7853981633974483,0.2275,0.74624,0.01603
0.7853981633974483,0.63869,0.67906,0.01053
0.7853981633974483,0.87509,0.91759,0.02933
0.7853981633974483,0.75772,0.70892,0.03801
0.7853981633974483,0.98621,0.71378,0.01452
0.7853981633974483,0.67294,0.87347,0.03885
0.7853981633974483,0.37328,0.91537,0.01733
0.7853981633974483,0.27356,0.60923,0.01834
0.7853981633974483,0.38871,0.91735,0.02797
0.7853981633974483,0.93527,0.96389,0.01368
0.7853981633974483,0.34426,0.30145,0.03065
0.7853981633974483,0.12767,0.25699,0.04486
0.7853981633974483,0.72066,0.04696,0.01185
0.7853981633974483,0.1933,0.49165,0.03445
0.7853981633974483,0.10599,0.91423,0.02403
0.7853981633974483,0.13243,0.00788,0.03991
0.7853981633974483,0.63218,0.12004,0.03898
0.7853981633974483,0.04278,0.21917,0.01999
0.7853981633974483,0.4278,0.10339,0.01797
0.7853981633974483,0.4091,0.11319,0.02441
0.7853981633974483,0.30378,0.35693,0.04401
0.7853981633974483,0.60267,0.82322,0.02108
0.7853981633974483,0.00594,0.98779,0.02773
0.7853981633974483,0.53564,0.83441,0.04202
0.7853981633974483,0.1565,0.55753,0.04386
0.7853981633974483,0.48906,0.10304,0.01212
0.7853981633974483,0.43608,0.54725,0.02646
0.7853981633974483,0.07291,0.2913,0.01464
0.7853981633974483,0.55847,0.52185,0.03361
0.7853981633974483,0.03473,0.00363,0.01844
0.7853981633974483,0.1859,0.88256,0.04156
0.7853981633974483,0.69781,0.89427,0.03649
0.7853981633974483,0.29564,0.85003,0.03174
0.7853981633974483,0.07136,0.50874,0.04405
0.7853981633974483,0.26509,0.66528,0.02553
0.7853981633974483,0.20661,0.8036,0.01125
0.7853981633974483,0.83771,0.77495,0.01224
0.7853981633974483,0.51497,0.19194,0.0181
0.7853981633974483,0.8558,0.35345,0.03576
0.7853981633974483,0.77069,0.89842,0.0396
0.7853981633974483,0.25543,0.08122,0.0359
0.7853981633974483,0.02975,0.9603,0.03136
0.7853981633974483,0.31007,0.1577,0.0374
0.7853981633974483,0.08713,0.53085,0.03419
0.7853981633974483,0.87885,0.23237,0.01981
0.7853981633974483,0.14683,0.65661,0.0346
0.7853981633974483,0.53334,0.98128,0.0111
0.7853981633974483,0.96366,0.98084,0.03849
0.7853981633974483,0.78261,0.66798,0.0343
0.7853981633974483,0.76374,0.24463,0.01604
0.7853981633974483,0.15837,0.77042,0.04392
0.7853981633974483,0.6033,0.6703,0.0179
0.7853981633974483,0.55027,0.33841,0.01831
0.7853981633974483,0.34384,0.21918,0.02705
0.7853981633974483,0.96551,0.09816,0.03425
0.7853981633974483,0.80283,0.08515,0.04178
0.7853981633974483,0.69061,0.86993,0.04082
0.7853981633974483,0.64162,0.29028,0.0308
0.7853981633974483,0.28846,0.38199,0.04054
0.7853981633974483,0.20741,0.42291,0.02114
0.7853981633974483,0.60158,0.15507,0.02194
0.7853981633974483,0.79395,0.1046,0.0151
0.7853981633974483,0.39566,0.77516,0.03772
0.7853981633974483,0.5844,0.56287,0.03861
0.7853981633974483,0.68075,0.76815,0.01472
0.7853981633974483,0.94568,0.60284,0.0257
0.7853981633974483,0.68169,0.71372,0.02934
0.7853981633974483,0.70142,0.23598,0.02177
0.7853981633974483,0.6216,0.90688,0.02305
0.7853981633974483,0.89702,0.25638,0.04179
0.7853981633974483,0.75345,0.99393,0.01166
0.7853981633974483,0.8947,0.02538,0.03052
0.7853981633974483,0.81919,0.29405,0.0274
0.7853981633974483,0.32905,0.18969,0.02714
0.7853981633974483,0.46843,0.89376,0.0436
0.7853981633974483,0.26609,0.03512,0.02261
0.7853981633974483,0.08356,0.96815,0.03802
0.7853981633974483,0.73626,0.93956,0.01754
0.7853981633974483,0.24395,0.86524,0.01567
0.7853981633974483,0.9202,0.18186,0.01591
0.7853981633974483,0.9419,0.43773,0.03124
0.7853981633974483,0.50771,0.23434,0.02998
0.7853981633974483,0.78503,0.2934,0.01138
0.7853981633974483,0.88232,0.73379,0.04148
0.7853981633974483,0.32266,0.7995,0.03118
0.7853981633974483,0.86654,0.08947,0.02675
0.7853981633974483,0.07144,0.04507,0.02198
0.7853981633974483,0.97,0.67979,0.04406
0.7853981633974483,0.46327,0.48318,0.03538
0.7853981633974483,0.38215,0.08992,0.03642
0.7853981633974483,0.35764,0.13476,0.0356
0.7853981633974483,0.65143,0.12981,0.01503
0.7853981633974483,0.69701,0.08172,0.038
0.7853981633974483,0.40169,0.16504,0.02444
0.7853981633974483,0.72639,0.46378,0.02855
0.7853981633974483,0.2727,0.79678,0.02136
0.7853981633974483,0.17362,0.62189,0.02303
0.7853981633974483,0.25784,0.38949,0.01375
0.7853981633974483,0.69247,0.28813,0.04204
0.7853981633974483,0.82275,0.91182,0.01802
0.7853981633974483,0.00016,0.87605,0.02038
0.7853981633974483,0.35444,0.56802,0.02075
0.7853981633974483,0.68528,0.42684,0.03674
0.7853981633974483,0.08226,0.93588,0.03049
0.7853981633974483,0.96322,0.5253,0.03166
0.7853981633974483,0.11206,0.90817,0.01935
0.7853981633974483,0.71094,0.56579,0.0167
0.7853981633974483,0.69442,0.40756,0.01315
0.7853981633974483,0.04408,0.58804,0.03374
0.7853981633974483,0.84611,0.78504,0.02948
0.7853981633974483,0.06605,0.87462,0.03249
0.7853981633974483,0.96438,0.93777,0.01416
0.7853981633974483,0.68412,0.33363,0.04023
0.7853981633974483,0.3501,0.59345,0.03779
0.7853981633974483,0.24634,0.93367,0.02321
0.7853981633974483,0.94984,0.11506,0.02846
0.7853981633974483,0.50205,0.81425,0.04037
0.7853981633974483,0.10176,0.17709,0.04065
0.7853981633974483,0.11925,0.21843,0.02115
0.7853981633974483,0.21104,0.31837,0.03046
0.7853981633974483,0.08,0.36669,0.02672
0.7853981633974483,0.36121,0.14619,0.01651
0.7853981633974483,0.819,0.4647,0.02776
0.7853981633974483,0.54029,0.56168,0.04346
0.7853981633974483,0.52182,0.45006,0.01487
0.7853981633974483,0.80739,0.76262,0.02139
0.7853981633974483,0.41544,0.40977,0.03709
0.7853981633974483,0.32107,0.85397,0.029
0.7853981633974483,0.8222,0.30459,0.02607
0.7853981633974483,0.06371,0.09712,0.01465
0.7853981633974483,0.83772,0.19515,0.02427
0.7853981633974483,0.26843,0.41967,0.01573
0.7853981633974483,0.57967,0.78647,0.03908
0.7853981633974483,0.37232,0.83363,0.02501
0.7853981633974483,0.5984,0.6845,0.02361
0.7853981633974483,0.20602,0.25392,0.0426
0.7853981633974483,0.77114,0.05232,0.02145
0.7853981633974483,0.606,0.48525,0.01311
0.7853981633974483,0.46425,0.44964,0.02537
0.7853981633974483,0.69386,0.97113,0.03165
0.7853981633974483,0.46773,0.48069,0.03048
0.7853981633974483,0.21039,0.47169,0.03174
0.7853981633974483,0.19276,0.55571,0.02482
0.7853981633974483,0.79713,0.68318,0.0412
0.7853981633974483,0.85692,0.40602,0.03118
0.7853981633974483,0.06251,0.39193,0.03151
0.7853981633974483,0.39712,0.44226,0.04426
0.7853981633974483,0.63714,0.86816,0.04105
0.7853981633974483,0.44059,0.75445,0.04083
0.7853981633974483,0.15978,0.48808,0.02925
0.7853981633974483,0.20963,0.40011,0.03541
0.7853981633974483,0.33642,0.69447,0.01323
0.7853981633974483,0.85749,0.88489,0.01689
0.7853981633974483,0.95,0.32096,0.01987
0.7853981633974483,0.4695,0.71136,0.03066
0.7853981633974483,0.9345,0.44251,0.03568
0.7853981633974483,0.43713,0.50929,0.01977
0.7853981633974483,0.52846,0.928,0.03334
0.7853981633974483,0.28279,0.4957,0.02795
0.7853981633974483,0.45158,0.95277,0.02942
